MSI_V11L12-038_D1_pixel_14,1,6541.657013105688,41769.2240736643,6541.657013105688,41769.2240736643
MSI_V11L12-038_D1_pixel_15,1,6526.763219929452,41188.428275205166,6526.763219929452,41188.428275205166
MSI_V11L12-038_D1_pixel_16,1,6511.86942675321,40607.63247674603,6511.86942675321,40607.63247674603
MSI_V11L12-038_D1_pixel_17,1,6496.975633576974,40026.83667828689,6496.975633576974,40026.83667828689
MSI_V11L12-038_D1_pixel_18,1,6482.081840400738,39446.040879827764,6482.081840400738,39446.040879827764
MSI_V11L12-038_D1_pixel_19,1,6467.188047224497,38865.24508136863,6467.188047224497,38865.24508136863
MSI_V11L12-038_D1_pixel_20,1,6452.29425404826,38284.449282909496,6452.29425404826,38284.449282909496
MSI_V11L12-038_D1_pixel_21,1,6437.400460872019,37703.653484450355,6437.400460872019,37703.653484450355
MSI_V11L12-038_D1_pixel_22,1,6422.506667695782,37122.85768599123,6422.506667695782,37122.85768599123
MSI_V11L12-038_D1_pixel_23,1,6407.6128745195465,36542.06188753208,6407.6128745195465,36542.06188753208
MSI_V11L12-038_D1_pixel_24,1,6392.719081343304,35961.26608907295,6392.719081343304,35961.26608907295
MSI_V11L12-038_D1_pixel_25,1,6377.825288167069,35380.47029061382,6377.825288167069,35380.47029061382
MSI_V11L12-038_D1_pixel_26,1,6362.931494990832,34799.67449215468,6362.931494990832,34799.67449215468
MSI_V11L12-038_D1_pixel_27,1,6348.03770181459,34218.878693695544,6348.03770181459,34218.878693695544
MSI_V11L12-038_D1_pixel_28,1,6333.143908638354,33638.08289523641,6333.143908638354,33638.08289523641
MSI_V11L12-038_D1_pixel_87,1,7133.302075814248,42921.83694832646,7133.302075814248,42921.83694832646
MSI_V11L12-038_D1_pixel_88,1,7118.408282638013,42341.04114986733,7118.408282638013,42341.04114986733
MSI_V11L12-038_D1_pixel_89,1,7103.514489461771,41760.24535140819,7103.514489461771,41760.24535140819
MSI_V11L12-038_D1_pixel_90,1,7088.620696285535,41179.44955294906,7088.620696285535,41179.44955294906
MSI_V11L12-038_D1_pixel_91,1,7073.726903109298,40598.65375448992,7073.726903109298,40598.65375448992
MSI_V11L12-038_D1_pixel_92,1,7058.833109933056,40017.857956030784,7058.833109933056,40017.857956030784
MSI_V11L12-038_D1_pixel_93,1,7043.9393167568205,39437.06215757164,7043.9393167568205,39437.06215757164
MSI_V11L12-038_D1_pixel_94,1,7029.045523580584,38856.26635911251,7029.045523580584,38856.26635911251
MSI_V11L12-038_D1_pixel_95,1,7014.151730404343,38275.470560653375,7014.151730404343,38275.470560653375
MSI_V11L12-038_D1_pixel_96,1,6999.257937228106,37694.67476219424,6999.257937228106,37694.67476219424
MSI_V11L12-038_D1_pixel_97,1,6984.364144051865,37113.87896373511,6984.364144051865,37113.87896373511
MSI_V11L12-038_D1_pixel_98,1,6969.470350875628,36533.08316527597,6969.470350875628,36533.08316527597
MSI_V11L12-038_D1_pixel_99,1,6954.576557699393,35952.28736681685,6954.576557699393,35952.28736681685
MSI_V11L12-038_D1_pixel_100,1,6939.682764523151,35371.491568357706,6939.682764523151,35371.491568357706
MSI_V11L12-038_D1_pixel_101,1,6924.788971346915,34790.69576989857,6924.788971346915,34790.69576989857
MSI_V11L12-038_D1_pixel_102,1,6909.895178170678,34209.89997143944,6909.895178170678,34209.89997143944
MSI_V11L12-038_D1_pixel_103,1,6895.001384994437,33629.104172980304,6895.001384994437,33629.104172980304
MSI_V11L12-038_D1_pixel_104,1,6880.1075918182005,33048.30837452116,6880.1075918182005,33048.30837452116
MSI_V11L12-038_D1_pixel_105,1,6865.213798641965,32467.512576062032,6865.213798641965,32467.512576062032
MSI_V11L12-038_D1_pixel_159,1,7739.840931699045,44655.24562144775,7739.840931699045,44655.24562144775
MSI_V11L12-038_D1_pixel_160,1,7724.947138522809,44074.44982298862,7724.947138522809,44074.44982298862
MSI_V11L12-038_D1_pixel_161,1,7710.053345346572,43493.65402452949,7710.053345346572,43493.65402452949
MSI_V11L12-038_D1_pixel_162,1,7695.159552170331,42912.85822607035,7695.159552170331,42912.85822607035
MSI_V11L12-038_D1_pixel_163,1,7680.2657589940945,42332.062427611214,7680.2657589940945,42332.062427611214
MSI_V11L12-038_D1_pixel_164,1,7665.371965817859,41751.26662915208,7665.371965817859,41751.26662915208
MSI_V11L12-038_D1_pixel_165,1,7650.478172641617,41170.47083069294,7650.478172641617,41170.47083069294
MSI_V11L12-038_D1_pixel_166,1,7635.584379465381,40589.67503223381,7635.584379465381,40589.67503223381
MSI_V11L12-038_D1_pixel_167,1,7620.690586289144,40008.87923377468,7620.690586289144,40008.87923377468
MSI_V11L12-038_D1_pixel_168,1,7605.796793112903,39428.083435315544,7605.796793112903,39428.083435315544
MSI_V11L12-038_D1_pixel_169,1,7590.902999936667,38847.2876368564,7590.902999936667,38847.2876368564
MSI_V11L12-038_D1_pixel_170,1,7576.0092067604255,38266.49183839727,7576.0092067604255,38266.49183839727
MSI_V11L12-038_D1_pixel_171,1,7561.115413584189,37685.69603993813,7561.115413584189,37685.69603993813
MSI_V11L12-038_D1_pixel_172,1,7546.221620407952,37104.900241479,7546.221620407952,37104.900241479
MSI_V11L12-038_D1_pixel_173,1,7531.327827231711,36524.10444301986,7531.327827231711,36524.10444301986
MSI_V11L12-038_D1_pixel_174,1,7516.4340340554745,35943.308644560726,7516.4340340554745,35943.308644560726
MSI_V11L12-038_D1_pixel_175,1,7501.540240879239,35362.51284610159,7501.540240879239,35362.51284610159
MSI_V11L12-038_D1_pixel_176,1,7486.646447702997,34781.71704764246,7486.646447702997,34781.71704764246
MSI_V11L12-038_D1_pixel_177,1,7471.752654526761,34200.921249183324,7471.752654526761,34200.921249183324
MSI_V11L12-038_D1_pixel_178,1,7456.858861350524,33620.12545072419,7456.858861350524,33620.12545072419
MSI_V11L12-038_D1_pixel_179,1,7441.965068174283,33039.32965226505,7441.965068174283,33039.32965226505
MSI_V11L12-038_D1_pixel_180,1,7427.071274998047,32458.533853805915,7427.071274998047,32458.533853805915
MSI_V11L12-038_D1_pixel_181,1,7412.1774818218055,31877.73805534678,7412.1774818218055,31877.73805534678
MSI_V11L12-038_D1_pixel_232,1,8331.485994407605,45807.85849610991,8331.485994407605,45807.85849610991
MSI_V11L12-038_D1_pixel_233,1,8316.59220123137,45227.06269765078,8316.59220123137,45227.06269765078
MSI_V11L12-038_D1_pixel_234,1,8301.698408055134,44646.26689919164,8301.698408055134,44646.26689919164
MSI_V11L12-038_D1_pixel_235,1,8286.80461487889,44065.47110073251,8286.80461487889,44065.47110073251
MSI_V11L12-038_D1_pixel_236,1,8271.910821702655,43484.67530227337,8271.910821702655,43484.67530227337
MSI_V11L12-038_D1_pixel_237,1,8257.01702852642,42903.879503814234,8257.01702852642,42903.879503814234
MSI_V11L12-038_D1_pixel_238,1,8242.123235350176,42323.0837053551,8242.123235350176,42323.0837053551
MSI_V11L12-038_D1_pixel_239,1,8227.22944217394,41742.28790689597,8227.22944217394,41742.28790689597
MSI_V11L12-038_D1_pixel_240,1,8212.335648997705,41161.492108436825,8212.335648997705,41161.492108436825
MSI_V11L12-038_D1_pixel_241,1,8197.441855821464,40580.69630997769,8197.441855821464,40580.69630997769
MSI_V11L12-038_D1_pixel_242,1,8182.548062645227,39999.90051151856,8182.548062645227,39999.90051151856
MSI_V11L12-038_D1_pixel_243,1,8167.654269468985,39419.10471305942,8167.654269468985,39419.10471305942
MSI_V11L12-038_D1_pixel_244,1,8152.760476292749,38838.30891460029,8152.760476292749,38838.30891460029
MSI_V11L12-038_D1_pixel_245,1,8137.866683116513,38257.513116141155,8137.866683116513,38257.513116141155
MSI_V11L12-038_D1_pixel_246,1,8122.972889940272,37676.71731768202,8122.972889940272,37676.71731768202
MSI_V11L12-038_D1_pixel_247,1,8108.079096764035,37095.92151922289,8108.079096764035,37095.92151922289
MSI_V11L12-038_D1_pixel_248,1,8093.185303587799,36515.12572076375,8093.185303587799,36515.12572076375
MSI_V11L12-038_D1_pixel_249,1,8078.291510411557,35934.32992230461,8078.291510411557,35934.32992230461
MSI_V11L12-038_D1_pixel_250,1,8063.397717235322,35353.53412384548,8063.397717235322,35353.53412384548
MSI_V11L12-038_D1_pixel_251,1,8048.503924059085,34772.738325386345,8048.503924059085,34772.738325386345
MSI_V11L12-038_D1_pixel_252,1,8033.610130882843,34191.9425269272,8033.610130882843,34191.9425269272
MSI_V11L12-038_D1_pixel_253,1,8018.716337706607,33611.14672846808,8018.716337706607,33611.14672846808
MSI_V11L12-038_D1_pixel_254,1,8003.822544530365,33030.35093000894,8003.822544530365,33030.35093000894
MSI_V11L12-038_D1_pixel_255,1,7988.928751354129,32449.55513154981,7988.928751354129,32449.55513154981
MSI_V11L12-038_D1_pixel_256,1,7974.034958177893,31868.759333090675,7974.034958177893,31868.759333090675
MSI_V11L12-038_D1_pixel_257,1,7959.141165001652,31287.963534631537,7959.141165001652,31287.963534631537
MSI_V11L12-038_D1_pixel_306,1,8908.23726393993,46379.67557231293,8908.23726393993,46379.67557231293
MSI_V11L12-038_D1_pixel_307,1,8893.343470763693,45798.8797738538,8893.343470763693,45798.8797738538
MSI_V11L12-038_D1_pixel_308,1,8878.449677587452,45218.08397539467,8878.449677587452,45218.08397539467
MSI_V11L12-038_D1_pixel_309,1,8863.555884411215,44637.28817693554,8863.555884411215,44637.28817693554
MSI_V11L12-038_D1_pixel_310,1,8848.662091234979,44056.49237847639,8848.662091234979,44056.49237847639
MSI_V11L12-038_D1_pixel_311,1,8833.768298058738,43475.69658001726,8833.768298058738,43475.69658001726
MSI_V11L12-038_D1_pixel_312,1,8818.874504882502,42894.90078155813,8818.874504882502,42894.90078155813
MSI_V11L12-038_D1_pixel_313,1,8803.980711706265,42314.10498309899,8803.980711706265,42314.10498309899
MSI_V11L12-038_D1_pixel_314,1,8789.086918530023,41733.30918463985,8789.086918530023,41733.30918463985
MSI_V11L12-038_D1_pixel_315,1,8774.19312535379,41152.51338618072,8774.19312535379,41152.51338618072
MSI_V11L12-038_D1_pixel_316,1,8759.299332177545,40571.717587721585,8759.299332177545,40571.717587721585
